ko00100	D00282	K05917
ko00100	D00322	K05917
ko00100	D00350	K05917
ko00100	D00351	K05917
ko00100	D00381	K00511
ko00100	D00416	K05917
ko00100	D00578	K05917
ko00100	D00880	K05917
ko00100	D00881	K05917
ko00100	D00882	K05917
ko00100	D00885	K05917
ko00100	D00886	K05917
ko00100	D00888	K05917
ko00100	D01093	K00511
ko00100	D01429	K05917
ko00100	D01550	K00511
ko00100	D01720	K00511
ko00100	D01775	K05917
ko00100	D02169	K05917
ko00100	D02219	K00511
ko00100	D02375	K00511
ko00100	D02555	K05917
ko00100	D02556	K05917
ko00100	D02557	K05917
ko00100	D02923	K00511
ko00100	D03936	K05917
ko00100	D07596	K00511
ko00100	D07598	K05917
ko00100	D07676	K05917
ko00100	D07752	K05917
ko00100	D08313	K05917
ko00100	D08535	K05917
ko00311	D00660	K01467
ko00312	D00660	K01467
ko00500	D02501	K00706
ko00500	D03211	K00706
ko00500	D07626	K00706
ko00550	D00204	K07258
ko00550	D00206	K07258
ko00550	D00212	K07258
ko00550	D00229	K07258
ko00550	D00240	K12553
ko00550	D00256	K07258
ko00550	D00257	K07258
ko00550	D00258	K07258
ko00550	D00259	K07258
ko00550	D00260	K07258
ko00550	D00261	K07258
ko00550	D00262	K07258
ko00550	D00263	K07258
ko00550	D00264	K07258
ko00550	D00466	K07258
ko00550	D00497	K07258
ko00550	D00905	K07258
ko00550	D00906	K07258
ko00550	D00907	K07258
ko00550	D00908	K07258
ko00550	D00909	K07258
ko00550	D00910	K07258
ko00550	D00911	K07258
ko00550	D00912	K07258
ko00550	D00913	K07258
ko00550	D00914	K07258
ko00550	D00915	K07258
ko00550	D00916	K07258
ko00550	D00917	K07258
ko00550	D00918	K07258
ko00550	D00919	K07258
ko00550	D00920	K07258
ko00550	D00921	K07258
ko00550	D00922	K07258
ko00550	D00923	K07258
ko00550	D00924	K07258
ko00550	D00926	K07258
ko00550	D00927	K07258
ko00550	D00928	K07258
ko00550	D00929	K07258
ko00550	D01048	K07258
ko00550	D01052	K07258
ko00550	D01053	K07258
ko00550	D01054	K07258
ko00550	D01057	K07258
ko00550	D01074	K07258
ko00550	D01075	K07258
ko00550	D01157	K07258
ko00550	D01178	K07258
ko00550	D01249	K07258
ko00550	D01251	K07258
ko00550	D01262	K07258
ko00550	D01283	K07258
ko00550	D01334	K07258
ko00550	D01401	K07258
ko00550	D01415	K07258
ko00550	D01473	K07258
ko00550	D01489	K07258
ko00550	D01499	K07258
ko00550	D01517	K07258
ko00550	D01528	K07258
ko00550	D01560	K07258
ko00550	D01568	K07258
ko00550	D01628	K07258
ko00550	D01629	K07258
ko00550	D01649	K07258
ko00550	D01668	K07258
ko00550	D01680	K07258
ko00550	D01681	K07258
ko00550	D01682	K07258
ko00550	D01686	K07258
ko00550	D01687	K07258
ko00550	D01696	K07258
ko00550	D01736	K07258
ko00550	D01739	K07258
ko00550	D01819	K07258
ko00550	D01863	K07258
ko00550	D01904	K07258
ko00550	D01909	K07258
ko00550	D01949	K07258
ko00550	D01961	K07258
ko00550	D02005	K07258
ko00550	D02119	K07258
ko00550	D02121	K07258
ko00550	D02137	K07258
ko00550	D02157	K07258
ko00550	D02190	K07258
ko00550	D02191	K07258
ko00550	D02196	K07258
ko00550	D02198	K07258
ko00550	D02199	K07258
ko00550	D02201	K07258
ko00550	D02203	K07258
ko00550	D02221	K07258
ko00550	D02226	K07258
ko00550	D02228	K07258
ko00550	D02231	K07258
ko00550	D02232	K07258
ko00550	D02233	K07258
ko00550	D02241	K07258
ko00550	D02251	K07258
ko00550	D02299	K07258
ko00550	D02336	K07258
ko00550	D02339	K07258
ko00550	D02344	K07258
ko00550	D02345	K07258
ko00550	D02348	K07258
ko00550	D02352	K07258
ko00550	D02353	K07258
ko00550	D02376	K07258
ko00550	D02405	K07258
ko00550	D02406	K07258
ko00550	D02415	K07258
ko00550	D02461	K07258
ko00550	D02504	K07258
ko00550	D02506	K07258
ko00550	D02508	K07258
ko00550	D02711	K07258
ko00550	D02889	K07258
ko00550	D02925	K07258
ko00550	D03039	K07258
ko00550	D03387	K07258
ko00550	D03421	K07258
ko00550	D03422	K07258
ko00550	D03423	K07258
ko00550	D03424	K07258
ko00550	D03425	K07258
ko00550	D03426	K07258
ko00550	D03427	K07258
ko00550	D03428	K07258
ko00550	D03429	K07258
ko00550	D03430	K07258
ko00550	D03431	K07258
ko00550	D03432	K07258
ko00550	D03438	K07258
ko00550	D03439	K07258
ko00550	D03571	K07258
ko00550	D03705	K07258
ko00550	D03706	K07258
ko00550	D04196	K07258
ko00550	D04515	K07258
ko00550	D05021	K07258
ko00550	D05022	K07258
ko00550	D05026	K07258
ko00550	D05408	K07258
ko00550	D05411	K07258
ko00550	D05520	K07258
ko00550	D05521	K07258
ko00550	D05972	K07258
ko00550	D06137	K07258
ko00550	D06138	K07258
ko00550	D06558	K12553
ko00550	D07452	K07258
ko00550	D07469	K07258
ko00550	D07487	K07258
ko00550	D07570	K07258
ko00550	D07614	K07258
ko00550	D07621	K07258
ko00550	D07625	K07258
ko00550	D07635	K07258
ko00550	D07636	K07258
ko00550	D07637	K07258
ko00550	D07638	K07258
ko00550	D07639	K07258
ko00550	D07640	K07258
ko00550	D07641	K07258
ko00550	D07642	K07258
ko00550	D07643	K07258
ko00550	D07644	K07258
ko00550	D07645	K07258
ko00550	D07646	K07258
ko00550	D07647	K07258
ko00550	D07648	K07258
ko00550	D07649	K07258
ko00550	D07650	K07258
ko00550	D07651	K07258
ko00550	D07653	K07258
