ko00550	D07654	K07258
ko00550	D07655	K07258
ko00550	D07656	K07258
ko00550	D07658	K07258
ko00550	D07659	K07258
ko00550	D07712	K07258
ko00550	D07733	K07258
ko00550	D07963	K07258
ko00550	D07965	K07258
ko00550	D08017	K07258
ko00550	D08109	K07258
ko00550	D08110	K07258
ko00550	D08143	K07258
ko00550	D08242	K07258
ko00550	D08350	K07258
ko00550	D08360	K07258
ko00550	D08380	K07258
ko00550	D08396	K07258
ko00550	D08438	K07258
ko00550	D08534	K07258
ko00550	D08557	K07258
ko00550	D08593	K07258
ko00670	D00145	K00287
ko00670	D06236	K00287
ko00670	D08644	K00287
ko00790	D00145	K00287
ko00790	D00433	K00796
ko00790	D00447	K00796
ko00790	D00450	K00796
ko00790	D00580	K00796
ko00790	D00587	K00796
ko00790	D00592	K00796
ko00790	D00870	K00796
ko00790	D00871	K00796
ko00790	D01142	K00796
ko00790	D01526	K00796
ko00790	D01601	K00796
ko00790	D01954	K00796
ko00790	D05947	K00796
ko00790	D05949	K00796
ko00790	D05956	K00796
ko00790	D05957	K00796
ko00790	D06236	K00287
ko00790	D08538	K00796
ko00790	D08543	K00796
ko00790	D08644	K00287
ko02020	D00660	K01467
ko03010	D00063	K01977
ko03010	D00104	K01980
ko03010	D00135	K01980
ko03010	D00140	K01980
ko03010	D00201	K01977
ko03010	D00205	K01977
ko03010	D00211	K01980
ko03010	D00223	K01980
ko03010	D00276	K01980
ko03010	D00277	K01980
ko03010	D00290	K01977
ko03010	D00307	K01977
ko03010	D00849	K01977
ko03010	D00850	K01977
ko03010	D00851	K01980
ko03010	D00865	K01977
ko03010	D00866	K01977
ko03010	D00867	K01977
ko03010	D00868	K01977
ko03010	D00869	K01977
ko03010	D01063	K01977
ko03010	D01072	K01980
ko03010	D01073	K01980
ko03010	D01078	K01980
ko03010	D01079	K01977
ko03010	D01235	K01980
ko03010	D01322	K01980
ko03010	D01339	K01980
ko03010	D01350	K01977
ko03010	D01361	K01980
ko03010	D01407	K01980
ko03010	D01486	K01977
ko03010	D01523	K01977
ko03010	D01596	K01977
ko03010	D01618	K01977
ko03010	D01636	K01980
ko03010	D01710	K01980
ko03010	D01753	K01977
ko03010	D01821	K01977
ko03010	D01826	K01977
ko03010	D01868	K01977
ko03010	D01881	K01977
ko03010	D01897	K01980
ko03010	D01990	K01980
ko03010	D02009	K01980
ko03010	D02122	K01977
ko03010	D02129	K01977
ko03010	D02132	K01980
ko03010	D02134	K01980
ko03010	D02144	K01977
ko03010	D02181	K01977
ko03010	D02184	K01980
ko03010	D02185	K01980
ko03010	D02186	K01980
ko03010	D02255	K01977
ko03010	D02282	K01977
ko03010	D02346	K01980
ko03010	D02490	K01980
ko03010	D02512	K01977
ko03010	D02523	K01980
ko03010	D02524	K01980
ko03010	D02525	K01980
ko03010	D02542	K01977
ko03010	D02543	K01977
ko03010	D02544	K01977
ko03010	D02545	K01977
ko03010	D03262	K01977
ko03010	D03461	K01980
ko03010	D03477	K01977
ko03010	D03680	K01977
ko03010	D03903	K01977
ko03010	D03904	K01977
ko03010	D04030	K01977
ko03010	D04054	K01980
ko03010	D04119	K01980
ko03010	D04972	K01977
ko03010	D05045	K01977
ko03010	D05140	K01977
ko03010	D05141	K01977
ko03010	D05142	K01977
ko03010	D05322	K01977
ko03010	D05351	K01980
ko03010	D06098	K01977
ko03010	D06390	K01980
ko03010	D07462	K01977
ko03010	D07467	K01977
ko03010	D07470	K01977
ko03010	D07486	K01980
ko03010	D07497	K01977
ko03010	D07607	K01980
ko03010	D07674	K01980
ko03010	D07675	K01980
ko03010	D07689	K01977
ko03010	D07710	K01980
ko03010	D07811	K01977
ko03010	D07840	K01977
ko03010	D07876	K01977
ko03010	D07877	K01977
ko03010	D07909	K01980
ko03010	D07910	K01980
ko03010	D07994	K01977
ko03010	D08013	K01977
ko03010	D08219	K01977
ko03010	D08260	K01977
ko03010	D08268	K01977
ko03010	D08479	K01980
ko03010	D08526	K01977
ko03010	D08531	K01977
ko03010	D08582	K01980
ko04080	D03694	K04280
ko04080	D03701	K04280
ko04080	D04644	K04280
ko04080	D04794	K04150
ko04912	D03701	K04280
ko04912	D04644	K04280
