K00394	00920 01100 01120
K00395	00920 01100 01120
K00399	00680 01100 01120
K00400	00680 01100 01120
K00401	00680 01100 01120
K00402	00680 01100 01120
K00404	00190 01100 02020
K00405	00190 01100 02020
K00406	00190 01100 02020
K00407	00190 01100 02020
K00408	04310 04340 04916 05166 05200 05217
K00410	00190 00910 01100 02020
K00411	00190 00910 01100 02020 04260 05010 05012 05016
K00412	00190 00910 01100 02020 04260 05010 05012 05016
K00413	00190 00910 01100 02020 04260 05010 05012 05016
K00414	00190 01100 04260 05010 05012 05016
K00415	00190 01100 04260 05010 05012 05016
K00416	00190 01100 04260 05010 05012 05016
K00417	00190 01100 04260 05010 05012 05016
K00418	00190 01100 04260 05010 05012 05016
K00419	00190 01100 04260 05010 05012 05016
K00420	00190 01100 04260 05010 05012 05016
K00422	00350 00950 01100 01110
K00423	00053 01100
K00425	00190 01100 02020
K00426	00190 01100 02020
K00429	01100
K00430	00360 00680 00940 01100 01110
K00431	00350 01100 04060 04630 04640 05320
K00432	00480 00590
K00434	00053 00480
K00436	00680
K00440	00680 01100 01120
K00441	00680 01100 01120
K00442	00680 01100 01120
K00443	00680 01100 01120
K00444	04310 04340 04916 05166 05200 05217
K00445	04310 04340 04916 05166 05200 05217
K00446	00361 00362 00622 00643 01100 01120
K00448	00362 00624 01100 01120
K00449	00362 00624 01100 01120
K00450	00350 01100 01120
K00451	00350 00643 01100 01120
K00452	00380 01100
K00453	00380 01100
K00454	00591 00592 01100
K00455	00350 01120
K00456	00270 00430 01100
K00457	00130 00350 00360 01100
K00458	00590 01100 04726
K00459	00910
K00460	00590 00591 01100 04726
K00461	00590 01100 04726 05145
K00462	00361 00621 01100 01120
K00463	00380 01100 05143
K00466	00380
K00467	00620
K00468	00350 01100 01120
K00469	00053 00562
K00471	00310
K00472	00330 01100
K00473	00310
K00474	00310
K00475	00941 01100 01110
K00477	04146
K00480	00621 00624 00626 01100 01120
K00481	00362 01100 01120
K00483	00350 01120
K00484	00350 01120
K00485	00680 00982 01120
K00486	00380 01100
K00487	00360 00940 00941 00945 01100 01110
K00488	00120 01100 03320
K00489	00120 00140 01100 03320 04976
K00490	00590 01100
K00491	00330 01100 01110
K00492	00340 00361 00363 00623 00624 00626 00627 00903 01100 01120
K00493	00071 00380 00627 01120
K00494	02020
K00496	00071
K00497	00140 01100
K00498	00140 01100
K00499	00260
K00500	00360 00400 01100
K00501	00350 00950 01100 04728 05012 05030 05031 05034
K00502	00380 01100 04726
K00503	00350 01100
K00505	00350 00740 00950 00965 01100 01110 04916
K00506	00350 01100 04916
K00507	01040 03320
K00508	00591 01100
K00509	00590 01100 04726
K00510	00860 04978
K00511	00909 01100 01110
K00512	00140 01100
K00513	00140 01100
K00514	00906 01100 01110
K00515	00830 01100
K00517	00363 00624 00627 00903 00945 01100 01110 01120
K00522	00860 04978
K00523	00520 01110
K00524	00230 00240 01100
K00525	00230 00240 01100
K00526	00230 00240 01100
K00527	00230 00240 01100
K00529	00071 00360 00621 00642 01100 01120
K00531	00625 00910 01100 01120
K00532	00680
K00533	00680
K00534	00680
K00536	01100
K00539	00351 00361 00363 00625 01100 01120
K00541	00760 01100
K00542	00260 00330 01100
K00543	00380 01100
K00544	00260 00270 01100
K00545	00140 00350 00965 01100 04728
K00546	00340
K00547	00270 01100 01110
K00548	00270 00450 00670 01100 01110
K00549	00270 00450 01100 01110
K00551	00564 01100
K00552	00260
K00553	00350 01100
K00558	00270 01100
K00559	00100 01100 01110
K00560	00240 00670 01100
K00562	00380 00450
K00565	03015
K00566	04122
K00568	00130 01100 01110
K00569	00983
K00570	00564 01100
K00572	04310 04340 04916 05166 05200 05217
K00575	02020 02030
K00577	00680 01100 01120
K00578	00680 01100 01120
K00579	00680 01100 01120
K00580	00680 01100 01120
K00581	00680 01100 01120
K00582	00680 01100 01120
K00583	00680 01100 01120
K00584	00680 01100 01120
K00587	00900
K00588	00360 00940 00941 00945 01100 01110
K00589	00860 01100 01110
K00591	00130 01100 01110
K00595	00860 01100
K00599	00340 00350 00624 01120
K00600	00260 00460 00630 00670 00680 01100 01110 01120
K00601	00230 00670 01100 01110
K00602	00230 00670 01100 01110
K00603	00340 00670 01100
K00604	00670 00970
K00605	00260 00670 00910 01100
K00606	00770 01100 01110
K00608	00240 00250 01100
K00609	00240 00250 01100
K00610	00240 00250 01100
K00611	00330 01100 01110
K00613	00260 00330 01100
K00615	00030 00710 01051 01100 01110 01120
K00616	00030 01100 01110 01120
K00618	00330 01100 01110
K00619	00330 01100 01110
K00620	00330 01100 01110
K00621	00520 01110
K00622	00232 00633 00983 01100 01110 01120
K00623	00564 04725
K00624	04146
K00625	00430 00620 00640 00680 00720 01100 01120
K00626	00071 00072 00280 00310 00362 00380 00620 00630 00640 00650 00720 00900 01100 01110 01120 02020
K00627	00010 00020 00620 01100 01110 01120
K00628	00360
K00629	00561 00564 01100
K00630	00561 00564 01100
K00631	00561 00564 01100
K00632	00071 00280 00281 00362 00592 00642 01100 01110 01120
K00634	00650 01100
K00635	00561 01100
K00637	00100
K00639	00260
K00640	00270 00920 01100 01120
K00641	00270 00920 01100
K00643	00260 00860 01100
K00645	00061 01100
K00647	00061 01100
K00648	00061 01100
K00649	00564 04146
K00650	00564
K00651	00270 00920 01100 01110
K00652	00780 01100
K00654	00600 01100
K00655	00561 00564 01100
K00656	00620 00640 00650 01100
K00657	00330 01100
K00658	00020 00310 01100 01110 01120
K00659	00120 00430 01040 01100 04146 04976
K00660	00941 01100 01110 04712
K00665	00061 01100 04910
K00667	00061 01100
K00668	00061 01100
K00669	00380 01100
K00672	00680 01100 01120
K00673	00330
K00674	00300 01100 01120
K00677	00540 01100
K00678	00830 04977
K00679	00561
K00680	00350 00362 00627 00642 00903 01120
K00681	00430 00460 00480 00590 01100
K00682	00480
K00687	00550
K00688	00500 04910
K00689	00500 02020
K00690	00500
K00691	00500 01100
K00692	00500 01100 02020
K00693	00500 04910
K00694	00500 01100
K00695	00500 01100
K00696	00500 01100
K00697	00500
K00698	00520
K00699	00040 00053 00140 00500 00514 00830 00860 00980 00982 00983 01100
K00700	00500 01100
K00702	00500
K00703	00500 01100
K00704	00052 01100
K00705	00500 01100
K00706	00500
K00709	00601 01100
K00710	00512 01100
K00714	04310 04340 04916 05166 05200 05217
K00715	00604 01100
K00716	00601 01100
K00717	00510 00513 00533 01100 05202
K00718	00601 00603 01100
K00719	00603 01100
K00720	00600 01100
K00721	00510 01100
K00722	00603 01100
K00725	00604 01100
K00726	00510 00513 01100
K00727	00512 01100
K00728	00514
K00729	00510 01100
K00730	00510 00513 01100 04141
K00731	00512 01100
K00733	00532 00534 01100
K00734	00532 00534 01100
K00735	00532 00534 01100
K00736	00510 00513 01100
K00737	00510 01100
K00738	00510 00513 01100
K00739	00512 01100
K00741	00533 00601 01100
K00742	00601 01100
K00743	00601
K00744	00510 01100
K00746	00532 01100
K00747	00532 01100
K00748	00540 01100
K00753	00513
K00754	00051
K00756	00240 01100
K00757	00240 00983 01100
K00758	00240 00983 01100 05219
K00759	00230 01100
K00760	00230 00983 01100 01110
K00761	00240 01100
K00762	00240 01100
K00763	00760 01100
K00764	00230 00250 01100 01110
K00765	00340 01100 01110
K00766	00400 01100 01110
K00767	00760 01100
K00768	00860 01100
K00769	00230 01100 01110
K00770	00500 00520 01100
K00771	00532 00534 01100
K00772	00270 01100
K00778	00510 00514 01100
K00779	00510 00514 01100
K00780	00512 00533 00603 00604 01100
K00781	00513 00514 00533 00601 01100
K00784	03013
K00787	00900 01100 01110 05164 05166
K00788	00730 01100
K00789	00270 01100 01110
K00790	00520 00550 01100
K00791	00908 01100 01110
K00793	00740 01100
K00794	00740 01100
K00795	00900 01100 01110
K00796	00790 01100
K00797	00270 00330 00410 00480 01100
K00798	00860 01100
K00799	00480 00980 00982
K00800	00400 01100 01110
K00801	00909 01100 01110
K00802	00270 00330 00410 00480 01100
K00803	00565 01100 04146
K00804	00900 01100 01110
K00805	00900 01110
K00806	00900 01110
K00807	00590 01100
K00808	00960 01110
K00811	00250 00270 00330 00350 00360 00400 00950 00960 01100 01110 01120
K00812	00250 00270 00330 00350 00360 00400 00401 00950 00960 01100 01110 01120
K00813	00250 00270 00330 00350 00360 00400 00401 00950 00960 01100 01110 01120
K00814	00250 00710 01100 01120
K00815	00130 00270 00350 00360 00400 00401 00950 00960 01100 01110
K00816	00380 00450 01100
K00817	00340 00350 00360 00400 00401 00960 01100 01110
K00818	00330 01100 01110
K00819	00330 01100 01110
K00820	00250 00520 01100 01110
K00821	00300 00330 01100 01110 01120
K00822	00280 00410 00640 01100
K00823	00250 00410 00640 00650 01100
K00824	00310 00330 00360 00472 00473 01100
K00825	00300 00310 00380 01100
K00826	00280 00290 00770 01100 01110
K00827	00250 00260 01100
K00828	01100
K00830	00250 00260 00630 00680 01100 01110 01120 04146
K00831	00260 00680 00750 01100 01120
K00832	00270 00350 00360 00400 00401 00950 00960 01100 01110
K00833	00780 01100
K00835	00290 01100 01110
K00836	00260 01100 01120
K00838	00130 00270 00300 00350 00360 00380 00400 00401 00950 00960 01100 01110
K00840	00330
K00841	00300 01100 01110
K00844	00010 00051 00052 00500 00520 00521 00524 01100 01110 01120 04910 04930 04973
K00845	00010 00052 00500 00520 00521 00524 01100 01110 01120
K00846	00051 01100
K00847	00051 00500 00520 01100
K00848	00040 00051
K00849	00052 00520 01100 01110
K00850	00010 00030 00051 00052 00680 01100 01110 01120
K00851	00030 01100 01110 01120
K00852	00030
K00853	00040 01100
K00854	00040 01100
K00855	00710 01100 01120
K00856	00230 01100
K00857	00240 00983 01100
K00858	00760 01100
K00859	00770 01100
K00860	00230 00920 01100 01120
K00861	00740 01100
K00863	00561 00680 01100 01120 04622
K00864	00561 01100 03320 04626
K00865	00260 00561 00630 01100
K00866	00564 01100
K00867	00770 01100
K00868	00750 01100
K00869	00900 01100 01110 04146
K00871	04020 04910
K00872	00260 01100 01120
K00873	00010 00230 00620 00710 01100 01110 01120 04930
K00874	00030 00040 01100 01120
K00875	00040 01100
K00876	00240 00983 01100
K00877	00730 01100
K00878	00730 01100
K00879	00051
K00880	00040 00053
K00882	00051
K00883	00052
K00884	00520 01110
K00885	00520 01100 01110
K00886	00010 00520 01100 01110 01120
K00887	00550
K00888	00562 01100 04070
K00889	00562 01100 04070 04144 04666 04810
K00891	00400 01100 01110
K00892	00230
K00893	00230 00240 01100
K00894	00564 01100
K00895	00051
K00899	00270 01100
K00900	00051
K00901	00561 00564 01100 04070
K00902	00510 01100
K00904	00230 01100
K00907	04020 04270 04510 04810 04971
K00909	04062 04144 04744
K00910	04062 04144 04724 04745 05032
K00911	00562 01100 04020 04070
K00912	00540 01100
K00913	00562 01100 04070
K00914	00562 01100 04070 04140 04145 05152
K00915	00562 01100 04070
K00917	00052
K00918	00010 00030 01100 01110 01120
K00919	00900 01100 01110
K00920	00562 04070 04810
K00921	00562 04070 04145 04810
K00922	00562 04012 04062 04070 04150 04210 04370 04380 04510 04620 04630 04650 04660 04662 04664 04666 04670 04722 04725 04810 04910 04914 04930 04960 04973 05100 05142 05145 05146 05160 05162 05164 05166 05169 05200 05210 05211 05212 05213 05214 05215 05218 05220 05221 05222 05223
K00923	00562 01100 04070
K00925	00430 00620 00640 00680 00720 01100 01120
K00926	00230 00330 00910 01120
K00927	00010 00710 01100 01110 01120
K00928	00260 00270 00300 01100 01110 01120
K00929	00650 01100
K00930	00330 01100 01110
K00931	00330 01100
K00932	00640
K00933	00330 01100
K00934	00330
K00937	00190 03018
K00938	00900 01100 01110
K00939	00230 01100 01110
K00940	00230 00240 01100 01110
K00941	00730 01100
K00942	00230 01100
K00943	00240 01100
K00944	00240
K00945	00240 01100
K00946	00730 01100
K00948	00030 00230 01100 01110 01120
K00949	00730 01100
K00950	00790 01100
K00951	00230
K00952	00760 01100
K00953	00740 01100
K00954	00770 01100
K00955	00230 00450 00920 01100 01120
K00956	00230 00450 00920 01100 01120
K00957	00230 00450 00920 01100 01120
K00958	00230 00450 00920 01100 01120
K00959	00920 01100 01120
K00962	00230 00240 03018
K00963	00040 00052 00500 00520 01100 01110
K00965	00052 00520 01100 01110
K00966	00051 00520 01100 01110
K00967	00440 00564 01100
K00968	00440 00564 01100
K00969	00760 01100
K00970	03018
K00971	00051 00520 01100 01110
K00972	00520 01100 01110
K00973	00521 00523 01100 01110
K00974	03013
K00975	00500 00520 01100
K00976	00051 00520 01100
K00977	03450 04640
K00978	00500 00520 01100 01110
K00979	00540 01100
K00980	00564
K00981	00564 01100 04070
K00983	00520 01100 01110
K00985	00230
K00988	00230
K00990	02020
K00991	00900 01100 01110
K00993	00440 00564 00565 01100
K00994	00440 00564 00565 01100
K00995	00564 01100
K00997	00770
K00998	00260 00564 01100
K00999	00562 00564 01100 04070
K01000	00550 01100
K01001	00510 01100
K01002	00561 01100
K01004	00564
K01006	00620 00710 01100 01120
K01007	00620 00680 00720 01100 01120
K01008	00450 01100
K01011	00270 01100 04122
K01012	00780 01100
K01014	00920 01120
K01015	00140 00920 01120
K01016	00140 00920
K01017	00532 00920
K01019	00600 01100
K01020	00532
K01022	00533
K01024	00534
K01026	00620 00640 00643 01100 01120
K01027	00072 00280 00650
K01028	00072 00280 00650
K01029	00072 00280 00650
K01031	00362 01100 01120
K01032	00362 01100 01120
K01034	00627 00640 00650 01100 01120 02020
K01035	00627 00640 00650 01100 01120 02020
K01039	00643 00650 01120
K01040	00643 00650 01120
K01041	00281 00626 01110 01120
K01042	00450 00970
K01044	00983 01100 01110
K01045	00363 00627 01100 01120
K01046	00561 01100
K01047	00564 00565 00590 00591 00592 01100 04010 04270 04370 04664 04724 04726 04730 04912 04972 04975 05145
K01048	00564
K01049	00564 04725
K01051	00040 00500 01100
K01052	00100 04142
K01053	00030 00053 00930 01100 01110 01120
K01054	00561 01100 04723
K01055	00362 01100 01120
K01057	00030 01100 01110 01120
K01058	00564 00592 01100
K01059	00561 03320 05010
K01060	00311
K01061	00361 00364 00623 01100 01120
K01062	00565 01100
K01063	00981 01110
K01064	04310 04340 04916 05166 05200 05217
K01066	00363 00627 00960 01120
K01067	00620
K01068	00062 01040 01110
K01069	00620
K01070	00680 01120
K01071	00061 01100
K01074	00062 01100 04142
K01075	00130 00362 01100 01110 01120
K01076	00903 01040
K01077	00627 00790 01100 01120 02020
K01078	00627 00740 01120 05152
K01079	00260 00680 01100 01120
K01080	00561 00564 00565 00600 01100 04666 04975
K01081	00230 00240 00760 01100 01110
K01082	00920 01100 01120
K01083	00562
K01084	00010 00052 00500 01100 04910 04920 04973
K01085	00010 01120
K01087	00500
K01089	00340 01100 01110
K01091	00630 01100
K01092	00521 00562 01100 01110 04070
K01093	00562 00627 00740 01120
K01095	00564 01100
K01096	00564 01100
K01097	00520 01100 01110
K01099	00562 01100 04070
K01100	00710 01100 01120
K01101	00627 01120
K01103	00051
K01106	00562 01100 04070
K01107	00562 01100 04070
K01108	00562 01100 04070
K01109	00562 01100 04070
K01110	00562 04070 04115 04510 04530 05200 05213 05214 05215 05218 05222
K01112	00051
K01113	00627 00790 01100 01120 02020
K01114	00562 00564 00565 01100
K01115	00564 00565 01100 04144 04666 04724 04912
K01116	00562 01100 04070
K01117	00600 01100
K01119	00230 00240
K01120	00230 05032
K01122	00565
K01123	00600
K01125	04142
K01126	00564
K01127	00563
K01129	00230
K01130	00140 00600
K01131	00140
K01132	00531 01100 04142
K01134	00600 04142
K01135	00531 01100 04142
K01136	00531 01100 04142
K01137	00531 01100 04142
K01139	00230
K01141	03430
K01142	03410
K01148	03018
K01151	03410
K01158	04142
K01159	03440
K01164	03008 03013
K01165	05160 05164 05168
K01173	04210
K01176	00500 01100 04973
K01177	00500 01100
K01178	00500 01100
K01179	00500 01100
K01182	00052 00500 01100
K01183	00520 01110
K01184	00040 00500 01100
K01186	00511 00600 04142
K01187	00052 00500 01100
K01188	00460 00500 00940 01100 01110
K01189	00052 00561 00600 00603 04142
K01190	00052 00511 00600 01100
K01191	00511
K01192	00511 04142
K01193	00052 00500 01100
K01194	00500
K01195	00040 00500 00531 00860 00944 00983 01100 04142
K01196	00500 01100
K01197	00531 01100
K01198	00500 00520 01100
K01199	00500
K01201	00511 00600 01100 04142
K01202	00600 01100 04142
K01203	00052 00500 01100 04973
K01204	00603 04142
K01205	00531 01100 04142
K01206	00511
K01207	00520 01110
K01208	00500
K01209	00520 01110
K01210	00500
K01212	00500
K01213	00040 00500 01100
K01217	00531 01100 04142
K01218	00051
K01220	00052
K01222	00010
K01223	00010
K01225	00500 01100
K01226	00500
K01227	00511
K01228	00510 01100 04141
K01229	00052 01100 04973
K01230	00510 00513 01100 04141
K01231	00510 00513 01100
K01232	00500
K01233	00520 01110
K01237	00380
K01239	00230 00760 01100
K01240	00240
K01241	00230
K01242	00760 01100 04020 04970 04972 05169
K01243	00270 01100
K01244	00270 01100
K01246	03410
K01247	03410
K01251	00270 01100
K01252	01053 01110
K01253	00980 04976
K01254	00590 01100
K01255	00480 01100
K01256	00480 01100
K01257	04614
K01259	00330
K01270	00480 01100
K01275	04142
K01278	04974
K01279	04142
K01283	04614 05142 05410
K01285	04974
K01291	04972 04974
K01294	04940
K01298	04972 04974
K01300	04610 04972 04974
K01307	00790
K01312	04080 04972 04974 05164
K01313	04080 04610 04810
K01314	04610
K01315	04080 04610 05150 05164
K01319	04080 04142 04614 05146 05322
K01320	04610
K01321	04610
K01323	04610
K01324	04610
K01325	04961
K01327	05202 05322
K01328	04610
K01329	04614
K01330	04145 04610 05133 05150 05322
K01331	04610 05133 05150 05322
K01332	04610 05133 05150 05322
K01333	04610 05150
K01334	04610 05150
K01335	04610 05150
K01338	04112
K01343	04610 05202
K01344	04610
K01345	04972 04974
K01346	04972 04974
K01348	04610 05202
K01349	05164
K01351	05200 05215
K01352	04080
K01353	04650 04940 05202 05320 05330 05332
K01354	05142 05143
K01357	04310 04340 04916 05166 05200 05217
K01358	04112
K01363	04142 04612
K01365	04142 04145 04612 05323
K01366	04142
K01367	04141 04210 05010
K01368	04142 04145 04612 05152
K01369	04142 04612
K01370	04621 04623 05014 05132 05133 05134 05164
K01371	04142 04380 04620 05323
K01373	04142
K01374	04142
K01375	04142
K01379	04142 05152
K01380	04614
K01382	04142
K01384	04310 04340 04916 05166 05200 05217
K01388	03320 05200 05219 05323
K01389	04614 04640 04974 05010
K01392	04614 05143
K01393	04614
K01394	05202 05323
K01395	04974
K01397	04310
K01398	04670 04912 05200 05219
K01401	05150
K01403	04670 05200 05202 05219
K01404	05140 05143
K01408	05010
K01423	00310 00780 01100
